intervention,comparator,incremental_cost,incremental_qalys,incremental_life_years,icer_cost_per_qaly,interpretation
increased_pd_uptake,current_practice,-7865210.305911034,13.736330627977168,9.094947017729282e-13,,Dominant: lower cost and higher QALYs
